Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,3,0.251188643,2.787333012,0.38
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,4,0.158489319,2.943308115,0.31
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,5,0.1,2.966608524,0.26
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,6,0.063095734,3.25328064,0.19
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,7,0.039810717,3.45780611,0.13
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,8,0.025118864,3.637847662,0.12
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,9,0.015848932,3.963807583,0.13
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,10,0.01,4.399430752,0.12
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,0,0,7.053899765,0.4
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,1,18,6.003333092,0.44
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,2,36,4.975189686,0.44
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,3,54,7.980865955,0.5
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,4,72,3.240810633,0.46
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,5,90,3.721344709,0.36
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,6,108,4.627180099,0.23
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,7,126,5.316010952,0.18
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,8,144,5.747013092,0.16
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,9,162,5.959400177,0.16
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Phase Scrambling,10,180,6.376199245,0.14
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,0,0,7.054460526,0.4
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,1,-0.1,5.125555515,0.42
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,2,-0.2,3.864733934,0.45
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,3,-0.3,3.130114079,0.46
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,4,-0.4,2.627397537,0.49
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,5,-0.5,2.316921473,0.47
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,6,-0.6,2.163538933,0.44
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,7,-0.7,2.173850298,0.39
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,8,-0.8,2.334066391,0.35
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,9,-0.9,2.745695114,0.22
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Darken,10,-1,6.704518318,0.1
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,0,0,7.054460526,0.4
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,1,0.1,6.413351536,0.41
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,2,0.2,6.014491081,0.39
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,3,0.3,5.725880623,0.43
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,4,0.4,5.1950984,0.41
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,5,0.5,4.837486744,0.42
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,6,0.6,3.033404589,0.43
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,7,0.7,2.29125762,0.44
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,8,0.8,2.020580769,0.42
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,9,0.9,2.165803432,0.38
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Brighten,10,1,4.15656662,0.1
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,0,0,7.054460526,0.4
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,1,90,14.87071609,0.08
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,2,180,11.6987648,0.19
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Rotation,3,270,12.51266384,0.1
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Invert,0,0,7.054460526,0.4
Gabor_VGG16,Gabor,VGG16,None,1,42,line_drawings_inverted,Invert,1,1,1137.677856,0.4
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,0,0,8.023940086,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,1,0.1,6.660932541,0.45
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,2,0.2,4.925971508,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,3,0.3,3.565676928,0.42
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,4,0.4,5.12664175,0.26
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,5,0.5,6.766263008,0.22
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,6,0.6,8.908531189,0.18
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,7,0.7,13.61083508,0.16
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,8,0.8,17.83591843,0.13
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,9,0.9,22.94185829,0.11
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Uniform,10,1,33.80782318,0.11
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,0,0,8.023940086,0.43
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,1,0.1,22.7207489,0.14
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,2,0.2,30.52035713,0.12
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,3,0.3,37.89268112,0.12
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,4,0.4,47.04230499,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,5,0.5,62.75474167,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,6,0.6,67.08351898,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,7,0.7,79.10187531,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,8,0.8,86.80213165,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,9,0.9,92.63027954,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Salt and Pepper,10,1,100.8245773,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,0,100,5.270133495,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,1,63.09573445,5.517102718,0.48
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,2,39.81071706,5.029078484,0.49
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,3,25.11886432,4.328672886,0.47
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,4,15.84893192,4.612541676,0.45
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,5,10,6.813624382,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,6,6.309573445,7.93108511,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,7,3.981071706,6.923209667,0.44
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,8,2.511886432,8.032721519,0.4
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,9,1.584893192,8.877366066,0.4
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,High Pass,10,1,8.059668541,0.42
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,0,1,4.414360046,0.54
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,1,1.584893192,4.477236748,0.52
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,2,2.511886432,3.884667873,0.56
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,3,3.981071706,2.234169006,0.59
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,4,6.309573445,2.729367018,0.39
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,5,10,3.955044746,0.12
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,6,15.84893192,3.980998516,0.11
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,7,25.11886432,4.860037327,0.07
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,8,39.81071706,5.993105888,0.05
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,9,63.09573445,5.884152412,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Low Pass,10,100,5.027974129,0.1
RIB (N=2),Gabor,VGG16,None,1,42,line_drawings_inverted,Contrast,0,1,8.023940086,0.43
