Model,Convolution,Base,Weights,Trial,Seed,Set,Noise,LI,Level,Loss,Accuracy
RIB (N=2),Gabor,VGG16,None,1,42,contours,High Pass,7,3.981071706,13.12749767,0.2
RIB (N=2),Gabor,VGG16,None,1,42,contours,High Pass,8,2.511886432,13.38678741,0.19
RIB (N=2),Gabor,VGG16,None,1,42,contours,High Pass,9,1.584893192,11.98572636,0.21
RIB (N=2),Gabor,VGG16,None,1,42,contours,High Pass,10,1,10.30062771,0.24
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,0,1,8.134734154,0.27
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,1,1.584893192,5.238922596,0.32
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,2,2.511886432,3.559731722,0.39
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,3,3.981071706,2.586297035,0.42
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,4,6.309573445,2.179289103,0.3
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,5,10,3.936453819,0.08
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,6,15.84893192,4.531189442,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,7,25.11886432,5.42052269,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,8,39.81071706,6.625095844,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,9,63.09573445,6.996571541,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Low Pass,10,100,5.687366486,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,0,1,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,1,0.630957344,12.84332561,0.24
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,2,0.398107171,7.320903778,0.26
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,3,0.251188643,5.426945686,0.32
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,4,0.158489319,4.490638733,0.36
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,5,0.1,3.454412937,0.3
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,6,0.063095734,3.49932313,0.16
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,7,0.039810717,3.978642464,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,8,0.025118864,4.502587318,0.07
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,9,0.015848932,5.120186806,0.03
RIB (N=2),Gabor,VGG16,None,1,42,contours,Contrast,10,0.01,5.581216812,0.09
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,0,0,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,1,18,40.76426697,0.24
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,2,36,28.24664879,0.23
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,3,54,17.15467453,0.3
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,4,72,12.80769444,0.31
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,5,90,8.318705559,0.37
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,6,108,17.71756363,0.3
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,7,126,8.025489807,0.17
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,8,144,6.803274155,0.12
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,9,162,7.171797276,0.11
RIB (N=2),Gabor,VGG16,None,1,42,contours,Phase Scrambling,10,180,7.484630108,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,0,0,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,1,-0.1,31.4127903,0.2
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,2,-0.2,22.54423332,0.2
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,3,-0.3,16.5293808,0.21
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,4,-0.4,13.18377304,0.23
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,5,-0.5,11.25816154,0.25
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,6,-0.6,8.97949028,0.27
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,7,-0.7,6.541400909,0.34
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,8,-0.8,4.103023529,0.38
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,9,-0.9,2.137103796,0.46
RIB (N=2),Gabor,VGG16,None,1,42,contours,Darken,10,-1,2.7391572,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,0,0,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,1,0.1,33.84799194,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,2,0.2,25.88000679,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,3,0.3,21.70015335,0.21
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,4,0.4,16.93118095,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,5,0.5,13.02030563,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,6,0.6,9.009374619,0.26
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,7,0.7,6.008775234,0.3
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,8,0.8,4.114783764,0.33
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,9,0.9,2.934193611,0.34
RIB (N=2),Gabor,VGG16,None,1,42,contours,Brighten,10,1,4.186136246,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Rotation,0,0,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Rotation,1,90,66.97283936,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Rotation,2,180,96.54017639,0.1
RIB (N=2),Gabor,VGG16,None,1,42,contours,Rotation,3,270,71.16668701,0.13
RIB (N=2),Gabor,VGG16,None,1,42,contours,Invert,0,0,49.48553085,0.22
RIB (N=2),Gabor,VGG16,None,1,42,contours,Invert,1,1,8.809556007,0.27
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,1,0.1,1751736.5,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,2,0.2,1360222.5,0.05
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,3,0.3,1003712.313,0.05
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,4,0.4,570695.75,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,5,0.5,274552.375,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,6,0.6,106240.2969,0.16
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,7,0.7,135091.9844,0.18
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,8,0.8,59619.34375,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,9,0.9,73273.78125,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,Uniform,10,1,79210.53125,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,1,0.1,356582.1875,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,2,0.2,345531.0313,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,3,0.3,530920.5625,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,4,0.4,926456.5625,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,5,0.5,1389262.5,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,6,0.6,2781667.75,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,7,0.7,3234980.75,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,8,0.8,4120887.25,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,9,0.9,4238035,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,Salt and Pepper,10,1,5777274,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,0,100,543371.0625,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,1,63.09573445,458997.9688,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,2,39.81071706,436841.4688,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,3,25.11886432,488398.2813,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,4,15.84893192,607621.625,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,5,10,726701.0625,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,6,6.309573445,825213.8125,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,7,3.981071706,962582.75,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,8,2.511886432,1204125.5,0.07
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,9,1.584893192,1694230.25,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,High Pass,10,1,1317786.5,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,0,1,3127.067139,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,1,1.584893192,8.751888275,0.23
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,2,2.511886432,4.387826443,0.31
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,3,3.981071706,2.817292452,0.37
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,4,6.309573445,2.343454123,0.29
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,5,10,4.260011196,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,6,15.84893192,6.304757595,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,7,25.11886432,8.362033844,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,8,39.81071706,12.92779922,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,9,63.09573445,10.29243088,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Low Pass,10,100,5.580439568,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,0,1,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,1,0.630957344,296011.375,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,2,0.398107171,24939.18945,0.17
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,3,0.251188643,263.5067749,0.18
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,4,0.158489319,16.74734306,0.28
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,5,0.1,8.77069664,0.3
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,6,0.063095734,4.125257969,0.24
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,7,0.039810717,3.154218435,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,8,0.025118864,3.289302349,0.04
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,9,0.015848932,3.855693102,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Contrast,10,0.01,4.371806145,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,1,18,1762000.5,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,2,36,1234696.375,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,3,54,607349.0625,0.11
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,4,72,162054.1563,0.13
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,5,90,12542.44629,0.21
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,6,108,181.1352539,0.23
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,7,126,6.204442024,0.26
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,8,144,6.612025738,0.2
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,9,162,6.894252777,0.13
RIB (N=4),Gabor,VGG16,None,1,42,contours,Phase Scrambling,10,180,6.736970901,0.16
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,1,-0.1,1695281.5,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,2,-0.2,1410125.875,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,3,-0.3,1011510.313,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,4,-0.4,707743.75,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,5,-0.5,577848.25,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,6,-0.6,382480.5313,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,7,-0.7,137486.5938,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,8,-0.8,833.7485962,0.16
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,9,-0.9,6.770205498,0.28
RIB (N=4),Gabor,VGG16,None,1,42,contours,Darken,10,-1,3.292931557,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,1,0.1,857588.5625,0.06
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,2,0.2,279638.1563,0.09
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,3,0.3,64746.84375,0.12
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,4,0.4,7204.04541,0.15
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,5,0.5,37.94874954,0.17
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,6,0.6,8.698418617,0.25
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,7,0.7,6.570166588,0.3
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,8,0.8,6.093252182,0.32
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,9,0.9,3.270427942,0.29
RIB (N=4),Gabor,VGG16,None,1,42,contours,Brighten,10,1,3.259821415,0.1
RIB (N=4),Gabor,VGG16,None,1,42,contours,Rotation,0,0,1877636,0.08
RIB (N=4),Gabor,VGG16,None,1,42,contours,Rotation,1,90,2478645.25,0.13
RIB (N=4),Gabor,VGG16,None,1,42,contours,Rotation,2,180,1604880.5,0.12
