epoch,acc,loss,val_acc,val_loss
0,0.4394400119781494,1.6353719234466553,0.5978000164031982,1.1852322816848755
1,0.6461399793624878,1.0286470651626587,0.6646000146865845,0.9605492353439331
2,0.7046200037002563,0.8617942929267883,0.6866999864578247,0.9552336931228638
3,0.73471999168396,0.790891706943512,0.7400000095367432,0.7554174065589905
4,0.7470200061798096,0.7606012225151062,0.7342000007629395,0.774684727191925
5,0.7558199763298035,0.7295550107955933,0.727400004863739,0.8598904013633728
6,0.7649000287055969,0.7183356881141663,0.7591999769210815,0.7332073450088501
7,0.7712000012397766,0.6961030960083008,0.7559000253677368,0.8484858274459839
8,0.7712399959564209,0.705695390701294,0.6690999865531921,1.052749752998352
9,0.7719799876213074,0.7059387564659119,0.7888000011444092,0.6570731401443481
10,0.7748200297355652,0.6988986730575562,0.7843999862670898,0.6977625489234924
11,0.7717199921607971,0.7051789164543152,0.7720000147819519,0.9222850799560547
12,0.7700600028038025,0.7172463536262512,0.8034999966621399,0.6833808422088623
13,0.7690200209617615,0.7223363518714905,0.7753999829292297,0.7162538766860962
14,0.7681800127029419,0.7350876331329346,0.741100013256073,0.8169512152671814
15,0.8560199737548828,0.43279895186424255,0.82669997215271,0.6072436571121216
16,0.8621399998664856,0.41069331765174866,0.8201000094413757,0.5564554333686829
17,0.862500011920929,0.4127409756183624,0.8287000060081482,0.5446176528930664
18,0.8633999824523926,0.41371554136276245,0.8070999979972839,0.6454399228096008
19,0.8645600080490112,0.40634042024612427,0.8256000280380249,0.6257083415985107
20,0.8641200065612793,0.4077354669570923,0.8251000046730042,0.6679734587669373
21,0.8647199869155884,0.4181894063949585,0.8197000026702881,0.6242004632949829
22,0.8648399710655212,0.4082046151161194,0.828000009059906,0.5911906957626343
23,0.8944799900054932,0.3099685609340668,0.843500018119812,0.5997137427330017
24,0.8980000019073486,0.29316264390945435,0.8428000211715698,0.5438854694366455
25,0.8990200161933899,0.3087958097457886,0.8389999866485596,0.5746744275093079
26,0.9002400040626526,0.29483088850975037,0.8349000215530396,0.5359249114990234
27,0.900160014629364,0.30029743909835815,0.8424999713897705,0.5650498867034912
28,0.9009799957275391,0.28931722044944763,0.8424000144004822,0.5812224745750427
29,0.902679979801178,0.3009191155433655,0.845300018787384,0.5608993768692017
30,0.9017999768257141,1.352466106414795,0.8399999737739563,0.6399437785148621
31,0.9046599864959717,0.28420430421829224,0.8465999960899353,0.5981646180152893
32,0.911300003528595,0.2612873315811157,0.84579998254776,0.5903680920600891
33,0.913320004940033,0.4691716432571411,0.8476999998092651,0.5929895043373108
34,0.9133999943733215,0.2554299533367157,0.847599983215332,0.5942867994308472
35,0.9124600291252136,0.2588552236557007,0.8501999974250793,1.0569695234298706
36,0.9136000275611877,0.2720336616039276,0.848800003528595,0.605819046497345
37,0.915120005607605,0.265887975692749,0.849399983882904,0.5805326700210571
38,0.9142600297927856,0.24981941282749176,0.8458999991416931,0.6049365401268005
39,0.9160199761390686,0.25323283672332764,0.8479999899864197,0.5820387601852417
40,0.9153000116348267,0.2475631833076477,0.8457000255584717,0.5966813564300537
41,0.9169600009918213,0.25179922580718994,0.8476999998092651,0.5903258919715881
42,0.9172999858856201,0.24535426497459412,0.8496000170707703,0.5943201184272766
43,0.9166200160980225,0.48120054602622986,0.8492000102996826,0.6036607623100281
44,0.9151399731636047,0.24648377299308777,0.8482999801635742,0.5913254022598267
45,0.9166399836540222,0.33527258038520813,0.8443999886512756,0.6153736114501953
46,0.9157999753952026,0.47393468022346497,0.8511000275611877,0.5850265026092529
