epoch,acc,loss,val_acc,val_loss
0,0.39315998554229736,1.686636209487915,0.5699999928474426,1.2214617729187012
1,0.6252999901771545,1.0813206434249878,0.6826000213623047,0.909622848033905
2,0.692799985408783,0.897830605506897,0.6664000153541565,0.9903976321220398
3,0.724560022354126,0.808311402797699,0.6862000226974487,1.0045218467712402
4,0.7462999820709229,0.7600231170654297,0.7037000060081482,0.9720827341079712
5,0.7547600269317627,0.7362077832221985,0.7366999983787537,0.7752221822738647
6,0.7663599848747253,0.7114599347114563,0.754800021648407,0.905699610710144
7,0.7701600193977356,0.690876305103302,0.7404999732971191,0.7808181047439575
8,0.7747399806976318,0.6890757083892822,0.7559000253677368,0.7328543663024902
9,0.7768800258636475,0.6862908005714417,0.7509999871253967,0.8034238219261169
10,0.7788199782371521,0.6864239573478699,0.7840999960899353,0.7230345010757446
11,0.777239978313446,0.6844664216041565,0.7572000026702881,0.7713693380355835
12,0.7797600030899048,0.6888642907142639,0.771399974822998,0.737769603729248
13,0.7813199758529663,0.7098482847213745,0.7770000100135803,0.7061026096343994
14,0.7758600115776062,0.7063239812850952,0.7710999846458435,0.7027632594108582
15,0.7787600159645081,0.6980319023132324,0.7702000141143799,0.7589727640151978
16,0.7759199738502502,0.7195576429367065,0.7070000171661377,0.8914580345153809
17,0.7715399861335754,0.7256251573562622,0.7555999755859375,0.7336158752441406
18,0.7702400088310242,0.7742167115211487,0.7858999967575073,0.6575502157211304
19,0.7690399885177612,0.7495046257972717,0.7210000157356262,1.0958870649337769
20,0.7634199857711792,0.7582185864448547,0.6658999919891357,0.9770582914352417
21,0.7611600160598755,0.7727259993553162,0.7754999995231628,0.7535712122917175
22,0.7569199800491333,0.7900007963180542,0.7357000112533569,0.8096998929977417
23,0.7487199902534485,0.8324868083000183,0.6575999855995178,0.9942021369934082
24,0.858519971370697,0.4300869405269623,0.838699996471405,0.6185253858566284
25,0.8605800271034241,0.43004342913627625,0.8317999839782715,0.5239916443824768
26,0.8629800081253052,0.4235305190086365,0.8248000144958496,0.6230722069740295
27,0.859220027923584,0.42798057198524475,0.8417999744415283,0.57187819480896
28,0.8615800142288208,0.4277413785457611,0.8235999941825867,0.6043849587440491
29,0.8582199811935425,0.5866663455963135,0.8192999958992004,0.5760997533798218
30,0.8578400015830994,4.7850470542907715,0.8324999809265137,0.5209476351737976
31,0.8583400249481201,4.883241176605225,0.8140000104904175,0.689228892326355
32,0.8585000038146973,0.4336477220058441,0.8123000264167786,0.6848680377006531
33,0.856660008430481,0.9745352864265442,0.8267999887466431,0.5480890274047852
34,0.8565800189971924,2.233919620513916,0.7993000149726868,0.6171111464500427
35,0.8547400236129761,0.9607781767845154,0.8389000296592712,0.5882782936096191
36,0.8944600224494934,3.116821050643921,0.8557999730110168,0.49196475744247437
37,0.8974599838256836,0.32126501202583313,0.8560000061988831,0.5140771865844727
38,0.8977599740028381,0.3289708197116852,0.8503000140190125,0.5078445076942444
39,0.8978400230407715,0.31866171956062317,0.8475000262260437,0.5245524048805237
40,0.8963800072669983,13.268765449523926,0.8499000072479248,0.5006199479103088
41,0.8955600261688232,1.8316158056259155,0.8521999716758728,0.6122099757194519
42,0.9059799909591675,0.3034111261367798,0.8597000241279602,0.5358930826187134
43,0.9089000225067139,1.9393491744995117,0.8515999913215637,0.5553263425827026
44,0.9063799977302551,1.509893536567688,0.8521999716758728,0.560032308101654
45,0.9076399803161621,0.2760457992553711,0.8554999828338623,0.526583731174469
46,0.9075000286102295,0.8674908876419067,0.8555999994277954,0.5779182314872742
47,0.9093599915504456,0.5759370923042297,0.8585000038146973,0.5118172764778137
48,0.9100199937820435,0.6165962219238281,0.8572999835014343,0.5396280884742737
49,0.9086999893188477,1.6746200323104858,0.8580999970436096,0.5116799473762512
50,0.9101200103759766,0.5087672472000122,0.8640999794006348,0.5322827696800232
51,0.9115200042724609,0.40360647439956665,0.8589000105857849,0.5240840911865234
52,0.9103999733924866,0.5965452194213867,0.8610000014305115,0.5285438299179077
53,0.9106000065803528,0.26479488611221313,0.8611000180244446,0.5218033790588379
54,0.910860002040863,0.26454997062683105,0.8592000007629395,0.5196643471717834
55,0.9095600247383118,9.67323112487793,0.8565000295639038,0.5272660851478577
56,0.9096999764442444,0.2664315700531006,0.859499990940094,0.5334757566452026
57,0.9094600081443787,1.0661484003067017,0.8561000227928162,0.5272252559661865
58,0.9110199809074402,0.2649342119693756,0.857699990272522,0.5412561297416687
59,0.9105200171470642,0.26088786125183105,0.8593999743461609,0.5383890271186829
60,0.9103999733924866,0.3959442973136902,0.857699990272522,0.5391653776168823
61,0.9093599915504456,0.3014289140701294,0.8565000295639038,0.5610350966453552
62,0.9100800156593323,0.2611130475997925,0.8555999994277954,0.5378722548484802
63,0.9100000262260437,0.5862049460411072,0.8604000210762024,0.5162138938903809
64,0.9102200269699097,0.5254745483398438,0.8574000000953674,0.5460104942321777
65,0.9103800058364868,0.8874677419662476,0.8546000123023987,0.5266968011856079
66,0.9091200232505798,0.36427929997444153,0.857200026512146,0.534663736820221
67,0.9114999771118164,0.26249879598617554,0.857699990272522,0.5327696800231934
68,0.909820020198822,0.2645159065723419,0.8586999773979187,0.5380612015724182
69,0.9094200134277344,0.2651752233505249,0.8586999773979187,0.5260716080665588
70,0.9100199937820435,2.5796308517456055,0.8579999804496765,0.538882851600647
71,0.9099000096321106,0.28523895144462585,0.8603000044822693,0.5235723853111267
72,0.9111599922180176,0.6798129677772522,0.8579000234603882,0.5250359177589417
73,0.9115200042724609,3.1651153564453125,0.8537999987602234,0.5187647938728333
74,0.9114199876785278,0.2681090533733368,0.8597999811172485,0.5322199463844299
75,0.9099199771881104,0.7136579155921936,0.8615000247955322,0.5125153064727783
76,0.9117199778556824,0.33498847484588623,0.8562999963760376,0.5468708276748657
77,0.9107599854469299,0.3027411997318268,0.8615000247955322,0.5218043327331543
78,0.9112200140953064,0.3360864818096161,0.8555999994277954,0.5332691669464111
79,0.9094600081443787,0.32784581184387207,0.8571000099182129,0.5453940629959106
80,0.9091799855232239,0.43768051266670227,0.8579000234603882,0.5381835699081421
81,0.9105600118637085,0.2635854184627533,0.8614000082015991,0.5273430943489075
82,0.9106400012969971,0.2658816874027252,0.854200005531311,0.5290385484695435
83,0.9109799861907959,0.26248857378959656,0.8565000295639038,0.5408033728599548
84,0.9102399945259094,0.2647915482521057,0.8603000044822693,0.525259256362915
85,0.9103800058364868,0.917755126953125,0.8607000112533569,0.5493122935295105
86,0.9108200073242188,4.1684722900390625,0.8605999946594238,0.5425118803977966
87,0.9105799794197083,0.6031875610351562,0.857200026512146,0.5256237983703613
88,0.911080002784729,1.2079493999481201,0.859499990940094,0.5295225381851196
89,0.9097800254821777,0.5417081713676453,0.8539999723434448,0.5446987748146057
90,0.9110000133514404,2.6897671222686768,0.8593000173568726,0.5191877484321594
91,0.9113199710845947,0.2633480131626129,0.8575000166893005,0.5282402634620667
92,0.9115999937057495,0.47989538311958313,0.8579000234603882,0.5393834710121155
93,0.9110599756240845,0.2613300085067749,0.8596000075340271,0.5343486070632935
94,0.9116600155830383,2.9772098064422607,0.8569999933242798,0.5377237200737
95,0.9091799855232239,0.351844847202301,0.859499990940094,0.5277432799339294
96,0.9102200269699097,0.2633230686187744,0.86080002784729,0.5327218174934387
97,0.9107599854469299,0.2645469307899475,0.8555999994277954,0.5288049578666687
98,0.9108800292015076,0.33902597427368164,0.8582000136375427,0.5305231809616089
99,0.9096199870109558,0.6431829929351807,0.8557999730110168,0.525814950466156
